//X Y Z isTree Original_cloud_index
9039
-1.92289531 -0.47343010 0.53062403 1.000000 0.000000
-2.12303495 -0.53026175 0.34658483 1.000000 0.000000
-2.02137017 -0.50486934 0.40498415 1.000000 0.000000
-1.96905291 -0.49180228 0.46855587 1.000000 0.000000
-1.92296469 -0.48029104 0.53108454 1.000000 0.000000
-2.09821200 -0.53154188 0.34282151 1.000000 0.000000
-2.01940441 -0.51157749 0.40493169 1.000000 0.000000
-1.95671177 -0.49569553 0.46601203 1.000000 0.000000
-1.92843580 -0.48853236 0.53304493 1.000000 0.000000
-2.11362338 -0.54299390 0.34563506 1.000000 0.000000
-2.02813458 -0.52103168 0.40703025 1.000000 0.000000
-1.96492946 -0.50479412 0.46836960 1.000000 0.000000
-1.91214037 -0.49123254 0.52899295 1.000000 0.000000
-2.08107591 -0.54207677 0.34060794 1.000000 0.000000
-1.99345565 -0.51925355 0.40041763 1.000000 0.000000
-1.96393287 -0.51156348 0.46853825 1.000000 0.000000
-1.92291152 -0.50087827 0.53243440 1.000000 0.000000
-2.08124804 -0.54957968 0.34093580 1.000000 0.000000
-1.98602045 -0.52443367 0.39927509 1.000000 0.000000
-1.94649136 -0.51399547 0.46478575 1.000000 0.000000
-1.91720366 -0.50626171 0.53132093 1.000000 0.000000
-2.22365451 -0.59516639 0.28264055 1.000000 0.000000
-2.06210899 -0.55192834 0.33810180 1.000000 0.000000
-1.99194336 -0.53314835 0.40082300 1.000000 0.000000
-1.94199407 -0.51977926 0.46412539 1.000000 0.000000
-1.90512609 -0.50991148 0.52844465 1.000000 0.000000
-2.18369579 -0.59232444 0.27781236 1.000000 0.000000
-2.05200076 -0.55660236 0.33674857 1.000000 0.000000
-1.98370755 -0.53807789 0.39952651 1.000000 0.000000
-1.94088614 -0.52646267 0.46427986 1.000000 0.000000
-1.91093624 -0.51833880 0.53053540 1.000000 0.000000
-2.15852714 -0.59327424 0.27486193 1.000000 0.000000
-2.04231977 -0.56133443 0.33546680 1.000000 0.000000
-1.97909200 -0.54395622 0.39896202 1.000000 0.000000
-1.93655658 -0.53226531 0.46366850 1.000000 0.000000
-1.91268241 -0.52570343 0.53150648 1.000000 0.000000
-2.14366198 -0.59692591 0.27322233 1.000000 0.000000
-2.03243279 -0.56595296 0.33415261 1.000000 0.000000
-1.98248136 -0.55204344 0.40001613 1.000000 0.000000
-1.92803335 -0.53688180 0.46205616 1.000000 0.000000
-1.90094221 -0.52933794 0.52873427 1.000000 0.000000
-2.12907887 -0.60056418 0.27161875 1.000000 0.000000
-2.02988958 -0.57258523 0.33404824 1.000000 0.000000
-1.97209036 -0.55628139 0.39829358 1.000000 0.000000
-1.91872585 -0.54122847 0.46025789 1.000000 0.000000
-1.91245091 -0.53945845 0.53243548 1.000000 0.000000
-2.11971903 -0.60560387 0.27068219 1.000000 0.000000
-2.03152418 -0.58040655 0.33463556 1.000000 0.000000
-1.96665275 -0.56187278 0.39757362 1.000000 0.000000
-1.93038297 -0.55151051 0.46349514 1.000000 0.000000
-1.89899838 -0.54254395 0.52919364 1.000000 0.000000
-2.10126877 -0.60796022 0.26858494 1.000000 0.000000
-2.02265120 -0.58521378 0.33349535 1.000000 0.000000
-1.95948935 -0.56693912 0.39650750 1.000000 0.000000
-1.92353082 -0.55653524 0.46229532 1.000000 0.000000
-1.89615119 -0.54861349 0.52890986 1.000000 0.000000
-2.11355948 -0.61920333 0.27041978 1.000000 0.000000
-2.02311993 -0.59270751 0.33389843 1.000000 0.000000
-1.96230125 -0.57488966 0.39746431 1.000000 0.000000
-1.90999353 -0.55956519 0.45949012 1.000000 0.000000
-1.87940550 -0.55060393 0.52475083 1.000000 0.000000
-2.07904100 -0.61666697 0.26626635 1.000000 0.000000
-2.02263236 -0.59993553 0.33414805 1.000000 0.000000
-1.94833589 -0.57789832 0.39502588 1.000000 0.000000
-1.91432405 -0.56781006 0.46098733 1.000000 0.000000
-1.88632452 -0.55950511 0.52720350 1.000000 0.000000
-2.06715918 -0.62069076 0.26500964 1.000000 0.000000
-2.00620222 -0.60238767 0.33176550 1.000000 0.000000
-1.93946862 -0.58235008 0.39362168 1.000000 0.000000
-1.91915417 -0.57625037 0.46261311 1.000000 0.000000
-1.87083530 -0.56174207 0.52339792 1.000000 0.000000
-2.18679976 -0.66461539 0.19996071 1.000000 0.000000
-2.06720662 -0.62826848 0.26528430 1.000000 0.000000
-1.99340248 -0.60583788 0.32998288 1.000000 0.000000
-1.93799102 -0.58899707 0.39372039 1.000000 0.000000
-1.90187693 -0.57802123 0.45891303 1.000000 0.000000
-1.88131118 -0.57177091 0.52686208 1.000000 0.000000
-2.16840219 -0.66697395 0.19848181 1.000000 0.000000
-2.05116796 -0.63091415 0.26349604 1.000000 0.000000
-1.98783553 -0.61143386 0.32939884 1.000000 0.000000
-1.95332944 -0.60082018 0.39724356 1.000000 0.000000
-1.90893722 -0.58716571 0.46108907 1.000000 0.000000
-1.88899434 -0.58103150 0.52955633 1.000000 0.000000
-2.14978862 -0.66914660 0.19698229 1.000000 0.000000
-2.04962063 -0.63796812 0.26357055 1.000000 0.000000
-1.99274945 -0.62026632 0.33055586 1.000000 0.000000
-1.94864917 -0.60653961 0.39670309 1.000000 0.000000
-1.90973222 -0.59442627 0.46175990 1.000000 0.000000
-1.89157057 -0.58877325 0.53082901 1.000000 0.000000
-2.14607739 -0.67589217 0.19684877 1.000000 0.000000
-2.05041695 -0.64576465 0.26394990 1.000000 0.000000
-1.98607874 -0.62550175 0.32979536 1.000000 0.000000
-1.94424629 -0.61232692 0.39622247 1.000000 0.000000
-1.89977562 -0.59832120 0.45983493 1.000000 0.000000
-1.88495338 -0.59365302 0.52952760 1.000000 0.000000
-2.11125159 -0.67271310 0.19386019 1.000000 0.000000
-2.03434324 -0.64820766 0.26215905 1.000000 0.000000
-1.97937655 -0.63069344 0.32903174 1.000000 0.000000
-1.94340181 -0.61923075 0.39647126 1.000000 0.000000
-1.89198685 -0.60284823 0.45843634 1.000000 0.000000
-1.86869669 -0.59542727 0.52551860 1.000000 0.000000
-2.11601877 -0.68205541 0.19450681 1.000000 0.000000
-2.03654170 -0.65643758 0.26272449 1.000000 0.000000
-1.97180903 -0.63557237 0.32812616 1.000000 0.000000
-1.92665911 -0.62101918 0.39347816 1.000000 0.000000
-1.89483094 -0.61076003 0.45961908 1.000000 0.000000
-1.88569605 -0.60781556 0.53086931 1.000000 0.000000
-2.10612202 -0.68666893 0.19380763 1.000000 0.000000
-2.01905560 -0.65828222 0.26075196 1.000000 0.000000
-1.96002042 -0.63903475 0.32651913 1.000000 0.000000
-1.91529238 -0.62445182 0.39158213 1.000000 0.000000
-1.89590681 -0.61813146 0.46038017 1.000000 0.000000
-1.87943137 -0.61275995 0.52968109 1.000000 0.000000
-2.09580088 -0.69108617 0.19306999 1.000000 0.000000
-2.01231790 -0.66355783 0.26016766 1.000000 0.000000
-1.96266294 -0.64718419 0.32731900 1.000000 0.000000
-1.92782557 -0.63569671 0.39457810 1.000000 0.000000
-1.90061915 -0.62672544 0.46203214 1.000000 0.000000
-1.88007784 -0.61995196 0.53044611 1.000000 0.000000
-2.08231688 -0.69438928 0.19204122 1.000000 0.000000
-2.00276017 -0.66785949 0.25922003 1.000000 0.000000
-1.95839298 -0.65306437 0.32697022 1.000000 0.000000
-1.91825771 -0.63968050 0.39305657 1.000000 0.000000
-1.89441895 -0.63173103 0.46103719 1.000000 0.000000
-1.85997379 -0.62024462 0.52535766 1.000000 0.000000
-2.20568085 -0.74375421 0.12198953 1.000000 0.000000
-2.06631517 -0.69676018 0.19077983 1.000000 0.000000
-1.99450529 -0.67254597 0.25844198 1.000000 0.000000
-1.95315099 -0.65860128 0.32646185 1.000000 0.000000
-1.92799294 -0.65011799 0.39549574 1.000000 0.000000
-1.90633988 -0.64281666 0.46446025 1.000000 0.000000
-1.87384880 -0.63186067 0.52987218 1.000000 0.000000
-2.17107153 -0.74020004 0.12021197 1.000000 0.000000
-2.06263161 -0.70322877 0.19065636 1.000000 0.000000
-1.98641193 -0.67724264 0.25768605 1.000000 0.000000
-1.94259584 -0.66230404 0.32506692 1.000000 0.000000
-1.89913642 -0.64748716 0.39001945 1.000000 0.000000
-1.88779640 -0.64362091 0.46046549 1.000000 0.000000
-1.87256038 -0.63842636 0.53011012 1.000000 0.000000
-2.17298532 -0.74899435 0.12045632 1.000000 0.000000
-2.06495142 -0.71175677 0.19109030 1.000000 0.000000
-1.99179578 -0.68654114 0.25868163 1.000000 0.000000
-1.94145286 -0.66918874 0.32524931 1.000000 0.000000
-1.90371144 -0.65617985 0.39140862 1.000000 0.000000
-1.89713681 -0.65391368 0.46327597 1.000000 0.000000
-1.86389101 -0.64245439 0.52826273 1.000000 0.000000
-2.14223766 -0.74644130 0.11888992 1.000000 0.000000
-2.05361938 -0.71556318 0.19026259 1.000000 0.000000
-1.99006891 -0.69341964 0.25875783 1.000000 0.000000
-1.95221210 -0.68022883 0.32743204 1.000000 0.000000
-1.90200138 -0.66273338 0.39151171 1.000000 0.000000
-1.88336647 -0.65624022 0.46044797 1.000000 0.000000
-1.86866629 -0.65111810 0.53023189 1.000000 0.000000
-2.13273454 -0.75115830 0.11850163 1.000000 0.000000
-2.02847862 -0.71443892 0.18815424 1.000000 0.000000
-1.97122574 -0.69427425 0.25660899 1.000000 0.000000
-1.93031621 -0.67986572 0.32414007 1.000000 0.000000
-1.91087127 -0.67301708 0.39379975 1.000000 0.000000
-1.88205945 -0.66286945 0.46066919 1.000000 0.000000
-1.85779560 -0.65432364 0.52776682 1.000000 0.000000
-2.12633610 -0.75692779 0.11828645 1.000000 0.000000
-2.03681374 -0.72505987 0.18915179 1.000000 0.000000
-1.97077024 -0.70154989 0.25685444 1.000000 0.000000
-1.93781233 -0.68981761 0.32578537 1.000000 0.000000
-1.91055441 -0.68011439 0.39420217 1.000000 0.000000
-1.87876928 -0.66879964 0.46041015 1.000000 0.000000
-1.86993611 -0.66565520 0.53184682 1.000000 0.000000
-2.12080312 -0.76297957 0.11812031 1.000000 0.000000
-2.03498387 -0.73210520 0.18920875 1.000000 0.000000
-1.97009194 -0.70875973 0.25707433 1.000000 0.000000
-1.92353272 -0.69200957 0.32377291 1.000000 0.000000
-1.90237331 -0.68439728 0.39298543 1.000000 0.000000
-1.87762415 -0.67549354 0.46068195 1.000000 0.000000
-1.86524630 -0.67104048 0.53114986 1.000000 0.000000
-2.09731245 -0.76248026 0.11695370 1.000000 0.000000
-2.02585459 -0.73650157 0.18858846 1.000000 0.000000
-1.96096218 -0.71290994 0.25619346 1.000000 0.000000
-1.92560887 -0.70005721 0.32451567 1.000000 0.000000
-1.88023353 -0.68356091 0.38888311 1.000000 0.000000
-1.88189209 -0.68416387 0.46228930 1.000000 0.000000
-1.87004817 -0.67985803 0.53316331 1.000000 0.000000
-2.09204793 -0.76851732 0.11680315 1.000000 0.000000
-2.02224851 -0.74287641 0.18848358 1.000000 0.000000
-1.96446455 -0.72164935 0.25696570 1.000000 0.000000
-1.91840804 -0.70473045 0.32369852 1.000000 0.000000
-1.89687634 -0.69682068 0.39280632 1.000000 0.000000
-1.87941492 -0.69040626 0.46224684 1.000000 0.000000
-1.85480762 -0.68136668 0.52946651 1.000000 0.000000
-2.25056314 -0.83532274 0.04190227 1.000000 0.000000
-2.07026005 -0.76840121 0.11572989 1.000000 0.000000
-1.99900830 -0.74195522 0.18654828 1.000000 0.000000
-1.95465863 -0.72549433 0.25599977 1.000000 0.000000
-1.93226337 -0.71718210 0.32644024 1.000000 0.000000
-1.89570832 -0.70361423 0.39305076 1.000000 0.000000
-1.87260771 -0.69504017 0.46114314 1.000000 0.000000
-1.84772289 -0.68580389 0.52809751 1.000000 0.000000
-2.19383192 -0.82264560 0.04089714 1.000000 0.000000
-2.06803632 -0.77547455 0.11575027 1.000000 0.000000
-2.00961733 -0.75356853 0.18777303 1.000000 0.000000
-1.96674287 -0.73749143 0.25790480 1.000000 0.000000
-1.92283738 -0.72102773 0.32525438 1.000000 0.000000
-1.88617074 -0.70727843 0.39156273 1.000000 0.000000
-1.86220503 -0.69829172 0.45915538 1.000000 0.000000
-1.85550642 -0.69577992 0.53098589 1.000000 0.000000
-2.17680597 -0.82459635 0.04063106 1.000000 0.000000
-2.07097626 -0.78450698 0.11606140 1.000000 0.000000
-1.99487436 -0.75567877 0.18663119 1.000000 0.000000
-1.94739044 -0.73769140 0.25568998 1.000000 0.000000
-1.91542399 -0.72558218 0.32441008 1.000000 0.000000
-1.89250970 -0.71690202 0.39337546 1.000000 0.000000
-1.85990477 -0.70455092 0.45916808 1.000000 0.000000
-1.86069870 -0.70485169 0.53314507 1.000000 0.000000
-2.15805984 -0.82577956 0.04033260 1.000000 0.000000
-2.05382848 -0.78589553 0.11524742 1.000000 0.000000
-1.98127270 -0.75813210 0.18559545 1.000000 0.000000
-1.93907249 -0.74198425 0.25492305 1.000000 0.000000
-1.90173399 -0.72769666 0.32250285 1.000000 0.000000
-1.89105153 -0.72360909 0.39357448 1.000000 0.000000
-1.86749482 -0.71459508 0.46163079 1.000000 0.000000
-1.84826958 -0.70723861 0.53026021 1.000000 0.000000
-2.14503098 -0.82904959 0.04014082 1.000000 0.000000
-2.04425263 -0.79009902 0.11485809 1.000000 0.000000
-1.98679030 -0.76788992 0.18635243 1.000000 0.000000
-1.93986177 -0.74975216 0.25535583 1.000000 0.000000
-1.91689825 -0.74087685 0.32549387 1.000000 0.000000
-1.88799739 -0.72970670 0.39344579 1.000000 0.000000
-1.86536217 -0.72095823 0.46169856 1.000000 0.000000
-1.85738802 -0.71787626 0.53356379 1.000000 0.000000
-2.13695359 -0.83417350 0.04004178 1.000000 0.000000
-2.03446865 -0.79416788 0.11445733 1.000000 0.000000
-1.98719633 -0.77571481 0.18663342 1.000000 0.000000
-1.94704986 -0.76004344 0.25663608 1.000000 0.000000
-1.89330149 -0.73906237 0.32190606 1.000000 0.000000
-1.89160419 -0.73839986 0.39471114 1.000000 0.000000
-1.87071323 -0.73024493 0.46362641 1.000000 0.000000
-1.86423910 -0.72771770 0.53622973 1.000000 0.000000
-2.09908366 -0.82751173 0.03938396 1.000000 0.000000
-2.04272842 -0.80529499 0.11507326 1.000000 0.000000
-1.98907042 -0.78414172 0.18705530 1.000000 0.000000
-1.93393576 -0.76240623 0.25524303 1.000000 0.000000
-1.91603136 -0.75534785 0.32619941 1.000000 0.000000
-1.88185358 -0.74187410 0.39319333 1.000000 0.000000
-1.88411355 -0.74276507 0.46756205 1.000000 0.000000
-1.86445308 -0.73501438 0.53699714 1.000000 0.000000
-2.11253333 -0.84100848 0.03968898 1.000000 0.000000
-2.02443767 -0.80593723 0.11419448 1.000000 0.000000
-1.96834254 -0.78360546 0.18535204 1.000000 0.000000
-1.93595290 -0.77071106 0.25584885 1.000000 0.000000
-1.92134464 -0.76489544 0.32753876 1.000000 0.000000
-1.88864601 -0.75187796 0.39513704 1.000000 0.000000
-1.87831759 -0.74776620 0.46674326 1.000000 0.000000
-1.85550416 -0.73868406 0.53513002 1.000000 0.000000
-2.08813024 -0.83941513 0.03928317 1.000000 0.000000
-2.02138495 -0.81258392 0.11417532 1.000000 0.000000
-1.95382011 -0.78542322 0.18423146 1.000000 0.000000
-1.91519439 -0.76989597 0.25344521 1.000000 0.000000
-1.89768946 -0.76285911 0.32394040 1.000000 0.000000
-1.87364745 -0.75319439 0.39252526 1.000000 0.000000
-1.85580909 -0.74602348 0.46176907 1.000000 0.000000
-1.85930657 -0.74742943 0.53694636 1.000000 0.000000
-2.08074164 -0.84455961 0.03919722 1.000000 0.000000
-2.01464391 -0.81773096 0.11394878 1.000000 0.000000
-1.96874082 -0.79909915 0.18588996 1.000000 0.000000
-1.92746556 -0.78234583 0.25541478 1.000000 0.000000
-1.88580310 -0.76543528 0.32234764 1.000000 0.000000
-1.87613833 -0.76151240 0.39357975 1.000000 0.000000
-1.86907005 -0.75864345 0.46569899 1.000000 0.000000
-1.85602093 -0.75334692 0.53672391 1.000000 0.000000
-2.21119285 -0.90615577 -0.04171167 1.000000 0.000000
-2.07810259 -0.85161483 0.03920107 1.000000 0.000000
-2.01530313 -0.82587940 0.11414204 1.000000 0.000000
-1.95422125 -0.80084783 0.18477152 1.000000 0.000000
-1.91592681 -0.78515458 0.25423315 1.000000 0.000000
-1.90654433 -0.78130960 0.32633895 1.000000 0.000000
-1.88075960 -0.77074289 0.39508909 1.000000 0.000000
-1.85842276 -0.76158923 0.46367973 1.000000 0.000000
-1.85280585 -0.75928736 0.53652728 1.000000 0.000000
-2.18541455 -0.90416139 -0.04128235 1.000000 0.000000
-2.06083035 -0.85261774 0.03892896 1.000000 0.000000
-2.00579429 -0.82984793 0.11376043 1.000000 0.000000
-1.95769930 -0.80994987 0.18535608 1.000000 0.000000
-1.92127669 -0.79488087 0.25529525 1.000000 0.000000
-1.89291310 -0.78314614 0.32445335 1.000000 0.000000
-1.87272894 -0.77479541 0.39394560 1.000000 0.000000
-1.86266470 -0.77063161 0.46538013 1.000000 0.000000
-1.84709406 -0.76418966 0.53561223 1.000000 0.000000
-2.17104173 -0.90675193 -0.04106804 1.000000 0.000000
-2.04928064 -0.85589749 0.03876477 1.000000 0.000000
-1.99857962 -0.83472186 0.11350933 1.000000 0.000000
-1.94814622 -0.81365800 0.18470885 1.000000 0.000000
-1.91877234 -0.80138975 0.25531808 1.000000 0.000000
-1.90151560 -0.79418236 0.32638243 1.000000 0.000000
-1.88095796 -0.78559631 0.39622849 1.000000 0.000000
-1.86164725 -0.77753103 0.46577466 1.000000 0.000000
-1.86413729 -0.77857101 0.54130828 1.000000 0.000000
-2.13855481 -0.90161633 -0.04051047 1.000000 0.000000
-2.06043983 -0.86868298 0.03903074 1.000000 0.000000
-1.98008692 -0.83480614 0.11261737 1.000000 0.000000
-1.94239497 -0.81891519 0.18442284 1.000000 0.000000
-1.93210077 -0.81457514 0.25745359 1.000000 0.000000
-1.88910854 -0.79644954 0.32470936 1.000000 0.000000
-1.88157892 -0.79327512 0.39691734 1.000000 0.000000
-1.85500348 -0.78207088 0.46476585 1.000000 0.000000
-1.86427462 -0.78597957 0.54211032 1.000000 0.000000
-2.12873936 -0.90589595 -0.04038184 1.000000 0.000000
-2.03973103 -0.86801803 0.03869337 1.000000 0.000000
-1.98665154 -0.84542978 0.11315132 1.000000 0.000000
-1.93452275 -0.82324606 0.18393645 1.000000 0.000000
-1.91189897 -0.81361842 0.25512373 1.000000 0.000000
-1.88869238 -0.80374277 0.32509920 1.000000 0.000000
-1.87348104 -0.79726946 0.39577079 1.000000 0.000000
-1.85090101 -0.78766042 0.46439704 1.000000 0.000000
-1.85440004 -0.78914946 0.54000533 1.000000 0.000000
-2.12902665 -0.91446120 -0.04044523 1.000000 0.000000
-2.02952147 -0.87172174 0.03855493 1.000000 0.000000
-1.98326790 -0.85185480 0.11312064 1.000000 0.000000
-1.94990754 -0.83752584 0.18566521 1.000000 0.000000
-1.90823388 -0.81962615 0.25499994 1.000000 0.000000
-1.89531839 -0.81407869 0.32670772 1.000000 0.000000
-1.86342025 -0.80037779 0.39421013 1.000000 0.000000
-1.84947336 -0.79438728 0.46470448 1.000000 0.000000
-1.86518669 -0.80113649 0.54392552 1.000000 0.000000
-2.11130714 -0.91524726 -0.04016668 1.000000 0.000000
-2.03566504 -0.88245660 0.03872762 1.000000 0.000000
-1.98415458 -0.86012685 0.11333506 1.000000 0.000000
-1.94754851 -0.84425819 0.18570906 1.000000 0.000000
-1.90304196 -0.82496470 0.25467432 1.000000 0.000000
-1.89993501 -0.82361788 0.32797769 1.000000 0.000000
-1.87752223 -0.81390196 0.39776850 1.000000 0.000000
-1.86640358 -0.80908209 0.46963739 1.000000 0.000000
-1.86505640 -0.80849808 0.54467499 1.000000 0.000000
-2.08927441 -0.91402954 -0.03980559 1.000000 0.000000
-2.02322578 -0.88513422 0.03854721 1.000000 0.000000
-1.96601140 -0.86010367 0.11246281 1.000000 0.000000
-1.93084574 -0.84471917 0.18438540 1.000000 0.000000
-1.91312003 -0.83696437 0.25639710 1.000000 0.000000
-1.87645876 -0.82092559 0.32439837 1.000000 0.000000
-1.87072945 -0.81841910 0.39690849 1.000000 0.000000
-1.86234856 -0.81475252 0.46930176 1.000000 0.000000
-1.84733069 -0.80818248 0.54028666 1.000000 0.000000
-2.09347606 -0.92424250 -0.03994446 1.000000 0.000000
-2.01463485 -0.88943517 0.03844013 1.000000 0.000000
-1.97297394 -0.87104243 0.11302752 1.000000 0.000000
-1.92272818 -0.84885955 0.18388097 1.000000 0.000000
-1.90385675 -0.84052807 0.25553191 1.000000 0.000000
-1.86695933 -0.82423830 0.32323208 1.000000 0.000000
-1.85548985 -0.81917471 0.39425567 1.000000 0.000000
-1.85452962 -0.81875080 0.46802059 1.000000 0.000000
-1.85192347 -0.81760019 0.54242855 1.000000 0.000000
-2.24911261 -1.00197816 -0.12903866 1.000000 0.000000
-2.07832384 -0.92589182 -0.03971436 1.000000 0.000000
-2.01856780 -0.89927059 0.03857249 1.000000 0.000000
-1.96283948 -0.87444365 0.11261427 1.000000 0.000000
-1.92488241 -0.85753375 0.18436092 1.000000 0.000000
-1.89780128 -0.84546912 0.25509819 1.000000 0.000000
-1.88585079 -0.84014517 0.32698867 1.000000 0.000000
-1.85860145 -0.82800567 0.39550447 1.000000 0.000000
-1.86058867 -0.82889092 0.47024837 1.000000 0.000000
-1.87829089 -0.83677727 0.55097026 1.000000 0.000000
-2.19934940 -0.98865938 -0.12637305 1.000000 0.000000
-2.09148097 -0.94017005 -0.04002579 1.000000 0.000000
-2.01615262 -0.90630817 0.03858419 1.000000 0.000000
-1.95583379 -0.87919343 0.11238082 1.000000 0.000000
-1.91362047 -0.86021751 0.18355748 1.000000 0.000000
-1.89582217 -0.85221672 0.25521478 1.000000 0.000000
-1.87580264 -0.84321749 0.32573479 1.000000 0.000000
-1.86534536 -0.83851671 0.39753559 1.000000 0.000000
-1.86034012 -0.83626676 0.47089157 1.000000 0.000000
-1.87134886 -0.84121543 0.54975814 1.000000 0.000000
-2.17180490 -0.98504382 -0.12497943 1.000000 0.000000
-2.05377364 -0.93150961 -0.03936371 1.000000 0.000000
-1.99983251 -0.90704399 0.03832985 1.000000 0.000000
-1.94473231 -0.88205278 0.11191224 1.000000 0.000000
-1.91525960 -0.86868513 0.18399304 1.000000 0.000000
-1.89158905 -0.85794914 0.25503075 1.000000 0.000000
-1.88042009 -0.85288334 0.32703134 1.000000 0.000000
-1.85421038 -0.84099567 0.39576122 1.000000 0.000000
-1.86860383 -0.84752393 0.47369990 1.000000 0.000000
-1.86971414 -0.84802753 0.55011010 1.000000 0.000000
-2.15824890 -0.98763353 -0.12438919 1.000000 0.000000
-2.04966164 -0.93794298 -0.03934495 1.000000 0.000000
-1.99934220 -0.91491646 0.03837903 1.000000 0.000000
-1.95418835 -0.89425361 0.11262830 1.000000 0.000000
-1.90804291 -0.87313706 0.18357997 1.000000 0.000000
-1.89027810 -0.86500776 0.25524357 1.000000 0.000000
-1.85979152 -0.85105681 0.32393819 1.000000 0.000000
-1.86442757 -0.85317832 0.39855030 1.000000 0.000000
-1.87707376 -0.85896534 0.47657448 1.000000 0.000000
-1.87171352 -0.85651243 0.55154020 1.000000 0.000000
