//X Y Z isTree
9804
2.61646748 -2.00478148 -0.40472403 1.000000
2.61246872 -2.00171781 -0.28794053 1.000000
2.62155533 -2.00868011 -0.17308313 1.000000
2.62326431 -2.00998950 -0.05768507 1.000000
2.60297728 -1.99444520 0.05723896 1.000000
2.60886335 -1.99895537 0.17224516 1.000000
2.61170363 -2.00113153 0.28785619 1.000000
2.62073350 -2.00805044 0.40538394 1.000000
2.63055563 -2.01557636 0.52487987 1.000000
2.62298155 -2.00977302 0.64231402 1.000000
2.61179304 -2.00119996 0.75963110 1.000000
2.70296216 -2.07105541 0.91241473 1.000000
2.62748909 -1.99928081 -0.40538973 1.000000
2.62697411 -1.99888909 -0.28879896 1.000000
2.62926435 -2.00063181 -0.17314824 1.000000
2.62286592 -1.99576318 -0.05752885 1.000000
2.61967039 -1.99333167 0.05745875 1.000000
2.62507820 -1.99744654 0.17287257 1.000000
2.62791395 -1.99960423 0.28890231 1.000000
2.62965393 -2.00092816 0.40572375 1.000000
2.62510800 -1.99746907 0.52245361 1.000000
2.63181615 -2.00257349 0.64282960 1.000000
2.63120747 -2.00211048 0.76332110 1.000000
2.71761274 -2.06785703 0.91501474 1.000000
2.62363052 -1.98249066 -0.40376660 1.000000
2.63383365 -1.99020040 -0.28881788 1.000000
2.62457657 -1.98320556 -0.17240068 1.000000
2.63368297 -1.99008656 -0.05761943 1.000000
2.62847137 -1.98614848 0.05750541 1.000000
2.64172912 -1.99616647 0.17352739 1.000000
2.63072491 -1.98785126 0.28847697 1.000000
2.63166213 -1.98855948 0.40500262 1.000000
2.62599635 -1.98427832 0.52130347 1.000000
2.63033414 -1.98755598 0.64083636 1.000000
2.63524532 -1.99126697 0.76255131 1.000000
2.71559691 -2.05198288 0.91201437 1.000000
2.62338495 -1.96852195 -0.40271080 1.000000
2.64218712 -1.98263061 -0.28900334 1.000000
2.62481666 -1.96959639 -0.17198171 1.000000
2.65047312 -1.98884845 -0.05784055 1.000000
2.63142395 -1.97455430 0.05742484 1.000000
2.62091899 -1.96667171 0.17172632 1.000000
2.63048315 -1.97384834 0.28772315 1.000000
2.62855983 -1.97240520 0.40350521 1.000000
2.62963581 -1.97321260 0.52070963 1.000000
2.63496423 -1.97721076 0.64034563 1.000000
2.63753080 -1.97913671 0.76128823 1.000000
2.72900009 -2.04777288 0.91420478 1.000000
2.63975954 -1.96700966 -0.40420976 1.000000
2.63720894 -1.96510911 -0.28773654 1.000000
2.62207246 -1.95383024 -0.17137171 1.000000
2.62622619 -1.95692539 -0.05716791 1.000000
2.63206172 -1.96127367 0.05729493 1.000000
2.64271784 -1.96921396 0.17272103 1.000000
2.62533927 -1.95626438 0.28644148 1.000000
2.64965367 -1.97438228 0.40572479 1.000000
2.63917661 -1.96657526 0.52129030 1.000000
2.63864136 -1.96617651 0.63963366 1.000000
2.64038181 -1.96747339 0.76020288 1.000000
2.72746062 -2.03236008 0.91140127 1.000000
2.63952637 -1.95310652 -0.40316910 1.000000
2.62942576 -1.94563270 -0.28617400 1.000000
2.63443923 -1.94934237 -0.17175186 1.000000
2.64051867 -1.95384085 -0.05733610 1.000000
2.64648867 -1.95825815 0.05746574 1.000000
2.63675666 -1.95105720 0.17190294 1.000000
2.64335322 -1.95593822 0.28768981 1.000000
2.63096380 -1.94677067 0.40186122 1.000000
2.64274359 -1.95548701 0.52069688 1.000000
2.63847661 -1.95232987 0.63800341 1.000000
2.64223719 -1.95511234 0.75884545 1.000000
2.73541212 -2.02405667 0.91178542 1.000000
2.64309859 -1.94206977 -0.40271786 1.000000
2.64274812 -1.94181228 -0.28691375 1.000000
2.65091205 -1.94781089 -0.17239906 1.000000
2.64349580 -1.94236159 -0.05725902 1.000000
2.63606191 -1.93689954 0.05709800 1.000000
2.64841127 -1.94597328 0.17223641 1.000000
2.64331651 -1.94222987 0.28697544 1.000000
2.63855243 -1.93872941 0.40202519 1.000000
2.64305758 -1.94203973 0.51947296 1.000000
2.64802194 -1.94568729 0.63873047 1.000000
2.65261579 -1.94906271 0.75994509 1.000000
2.72883868 -2.00506902 0.90734839 1.000000
2.64618874 -1.93071163 -0.40220013 1.000000
2.64831305 -1.93226159 -0.28681293 1.000000
2.63339734 -1.92137873 -0.17084008 1.000000
2.66077781 -1.94135618 -0.05749204 1.000000
2.65688467 -1.93851566 0.05740792 1.000000
2.65611362 -1.93795311 0.17231379 1.000000
2.64560151 -1.93028319 0.28651926 1.000000
2.65618110 -1.93800235 0.40371892 1.000000
2.65119410 -1.93436360 0.51979446 1.000000
2.66636419 -1.94543207 0.64157784 1.000000
2.65872192 -1.93985605 0.75982684 1.000000
2.72861075 -1.99084842 0.90504807 1.000000
2.65222645 -1.92152381 -0.40213633 1.000000
2.65700960 -1.92498934 -0.28705418 1.000000
2.64725089 -1.91791916 -0.17132071 1.000000
2.64755845 -1.91814196 -0.05706713 1.000000
2.65368462 -1.92258024 0.05719917 1.000000
2.66106653 -1.92792845 0.17221479 1.000000
2.66103196 -1.92790329 0.28748873 1.000000
2.65494347 -1.92349231 0.40254831 1.000000
2.65777826 -1.92554605 0.51981670 1.000000
2.66732144 -1.93246019 0.64024556 1.000000
2.67178202 -1.93569183 0.76170021 1.000000
2.74112201 -1.98592830 0.90698433 1.000000
2.65750432 -1.91179359 -0.40196246 1.000000
2.67022157 -1.92094231 -0.28778410 1.000000
2.65344763 -1.90887511 -0.17130657 1.000000
2.66889787 -1.91999006 -0.05738801 1.000000
2.66332316 -1.91597962 0.05726814 1.000000
2.66490817 -1.91711986 0.17204647 1.000000
2.66369510 -1.91624725 0.28708073 1.000000
2.65766668 -1.91191041 0.40198702 1.000000
2.66586161 -1.91780579 0.52013713 1.000000
2.65785623 -1.91204679 0.63643122 1.000000
2.66816115 -1.91945994 0.75882888 1.000000
2.75116491 -1.97917247 0.90810651 1.000000
2.66056371 -1.90049005 -0.40145916 1.000000
2.67687225 -1.91213942 -0.28780830 1.000000
2.66280460 -1.90209079 -0.17149797 1.000000
2.66863251 -1.90625381 -0.05724455 1.000000
2.66165328 -1.90126836 0.05709484 1.000000
2.67245936 -1.90898740 0.17211978 1.000000
2.66803861 -1.90582943 0.28685856 1.000000
2.66955161 -1.90691030 0.40281534 1.000000
2.67539191 -1.91108203 0.52074349 1.000000
2.67166615 -1.90842068 0.63820231 1.000000
2.66474271 -1.90347528 0.75603741 1.000000
2.75426626 -1.96742356 0.90694779 1.000000
2.67366481 -1.89634228 -0.40247434 1.000000
2.67188668 -1.89508128 -0.28658754 1.000000
2.67902446 -1.90014386 -0.17213133 1.000000
2.67372346 -1.89638400 -0.05721705 1.000000
2.67996502 -1.90081084 0.05735061 1.000000
2.68047810 -1.90117478 0.17222473 1.000000
2.67222381 -1.89532030 0.28662369 1.000000
2.67820215 -1.89956057 0.40315735 1.000000
2.67937994 -1.90039587 0.52027661 1.000000
2.67976785 -1.90067101 0.63861173 1.000000
2.68800879 -1.90651608 0.76082057 1.000000
2.76075172 -1.95811009 0.90691638 1.000000
2.67198086 -1.88171446 -0.40126887 1.000000
2.67802310 -1.88596964 -0.28656587 1.000000
2.67944074 -1.88696790 -0.17175061 1.000000
2.67218590 -1.88185883 -0.05704880 1.000000
2.67952061 -1.88702416 0.05720539 1.000000
2.67446232 -1.88346195 0.17143150 1.000000
2.68530011 -1.89109445 0.28734457 1.000000
2.67639136 -1.88482046 0.40193123 1.000000
2.69738579 -1.89960563 0.52253330 1.000000
2.68113756 -1.88816297 0.63742590 1.000000
2.67926550 -1.88684464 0.75655097 1.000000
2.77474070 -1.95408201 0.90935445 1.000000
2.69049001 -1.88128638 -0.51997256 1.000000
2.66794538 -1.86552250 -0.39972126 1.000000
2.68473101 -1.87725961 -0.28660855 1.000000
2.68147826 -1.87498522 -0.17147729 1.000000
2.69217491 -1.88246465 -0.05734048 1.000000
2.68460345 -1.87717044 0.05717922 1.000000
2.69044447 -1.88125467 0.17205067 1.000000
2.69108057 -1.88169944 0.28728637 1.000000
2.69395518 -1.88370955 0.40361816 1.000000
2.67918825 -1.87338388 0.51778841 1.000000
2.69584012 -1.88502753 0.63941520 1.000000
2.69213820 -1.88243890 0.75839943 1.000000
2.77013063 -1.93697405 0.90571016 1.000000
2.68554068 -1.86445045 -0.51780504 1.000000
2.69559121 -1.87142813 -0.40292093 1.000000
2.68296003 -1.86265886 -0.28575116 1.000000
2.69246769 -1.86925960 -0.17177829 1.000000
2.69642830 -1.87200928 -0.05729707 1.000000
2.70834875 -1.88028526 0.05755037 1.000000
2.68803287 -1.86618078 0.17149536 1.000000
2.70644593 -1.87896407 0.28825256 1.000000
2.70077252 -1.87502527 0.40369537 1.000000
2.68497014 -1.86405444 0.51769501 1.000000
2.69981527 -1.87436068 0.63886386 1.000000
2.70420480 -1.87740815 0.76002115 1.000000
2.78558445 -1.93390644 0.90863776 1.000000
2.69546032 -1.85797501 -0.51851362 1.000000
2.68517137 -1.85088289 -0.40043360 1.000000
2.69510031 -1.85772681 -0.28637919 1.000000
2.70058799 -1.86150956 -0.17189722 1.000000
2.70428753 -1.86405957 -0.05733094 1.000000
2.69367790 -1.85674644 0.05710601 1.000000
2.70936370 -1.86755860 0.17245580 1.000000
2.69163823 -1.85534060 0.28601131 1.000000
2.71420765 -1.87089753 0.40476370 1.000000
2.70642114 -1.86553025 0.52062213 1.000000
2.70386362 -1.86376739 0.63833958 1.000000
2.71690345 -1.87275577 0.76182115 1.000000
2.79999900 -1.93003333 0.91122377 1.000000
2.70466924 -1.85097671 -0.51908839 1.000000
2.70123625 -1.84862733 -0.40190274 1.000000
2.70993519 -1.85458040 -0.28729317 1.000000
2.70436406 -1.85076773 -0.17174160 1.000000
2.70084143 -1.84835696 -0.05712618 1.000000
2.69799566 -1.84640956 0.05706599 1.000000
2.71063280 -1.85505795 0.17213972 1.000000
2.70364952 -1.85027874 0.28662682 1.000000
2.72220159 -1.86297500 0.40502203 1.000000
2.70612717 -1.85197449 0.51936817 1.000000
2.70809102 -1.85331845 0.63786703 1.000000
2.70416951 -1.85063457 0.75650644 1.000000
2.79738665 -1.91442907 0.90827960 1.000000
2.72126818 -1.84896982 -0.52108139 1.000000
2.71052051 -1.84166729 -0.40236312 1.000000
2.71180630 -1.84254098 -0.28683501 1.000000
2.72135520 -1.84902894 -0.17242597 1.000000
2.71480989 -1.84458184 -0.05729050 1.000000
2.71888947 -1.84735370 0.05737659 1.000000
2.71403170 -1.84405303 0.17196196 1.000000
2.71941352 -1.84770966 0.28763965 1.000000
2.71887445 -1.84734344 0.40360323 1.000000
2.71272373 -1.84316432 0.51944524 1.000000
2.71908689 -1.84748769 0.63899434 1.000000
2.72790241 -1.85347748 0.76140302 1.000000
2.81667328 -1.91379297 0.91245323 1.000000
2.71332717 -1.83030748 -0.51838279 1.000000
2.70977545 -1.82791150 -0.40134048 1.000000
2.71431804 -1.83097577 -0.28644973 1.000000
2.73073888 -1.84205270 -0.17262824 1.000000
2.72508121 -1.83823621 -0.05737687 1.000000
2.72516680 -1.83829391 0.05737866 1.000000
2.72328830 -1.83702672 0.17215724 1.000000
2.72410011 -1.83757436 0.28748205 1.000000
2.72796559 -1.84018195 0.40403461 1.000000
2.71335244 -1.83032441 0.51838762 1.000000
2.72820115 -1.84034085 0.63968259 1.000000
2.71685743 -1.83268881 0.75660086 1.000000
2.80313039 -1.89088523 0.90600717 1.000000
2.72156787 -1.82261908 -0.51878679 1.000000
2.72331667 -1.82379031 -0.40243813 1.000000
2.72529578 -1.82511556 -0.28696084 1.000000
2.73373342 -1.83076632 -0.17242853 1.000000
2.72558808 -1.82531142 -0.05725836 1.000000
2.73705983 -1.83299398 0.05749936 1.000000
2.73790455 -1.83355963 0.17269161 1.000000
2.72360826 -1.82398558 0.28678316 1.000000
2.73236060 -1.82984686 0.40377459 1.000000
2.72523046 -1.82507193 0.51948494 1.000000
2.73128700 -1.82912791 0.63896459 1.000000
2.74293733 -1.83693004 0.76214421 1.000000
2.81898570 -1.88785923 0.90908086 1.000000
2.73619390 -1.81915534 -0.52040917 1.000000
2.73904824 -1.82105303 -0.40385830 1.000000
2.74310255 -1.82374859 -0.28819034 1.000000
2.74132800 -1.82256877 -0.17252116 1.000000
2.72783661 -1.81359911 -0.05717754 1.000000
2.74775982 -1.82684493 0.05759514 1.000000
2.74504709 -1.82504141 0.17275521 1.000000
2.74575114 -1.82550943 0.28846860 1.000000
2.74382067 -1.82422602 0.40456200 1.000000
2.74075890 -1.82219040 0.52127743 1.000000
2.74926972 -1.82784879 0.64173418 1.000000
2.74520755 -1.82514811 0.76107043 1.000000
2.82967067 -1.88130331 0.91048735 1.000000
2.74849176 -1.81407261 -0.52158844 1.000000
2.74274278 -1.81027818 -0.40350589 1.000000
2.73504567 -1.80519783 -0.28670639 1.000000
2.74990129 -1.81500292 -0.17267676 1.000000
